Athena IP : Projection UTM Zone 10N; Datum NAD83
Patch:   L4250
Timing(ms)= 40:60,60:80,80:120,120:160,160:200,200:240,240:320,320:400,400:480,480:560,560:640,640:720,720:800,800:960,960:1120,1120:1280,1280:1440,1440:1600,1600:1760,1760:1920;Integration Window - 40:1920(ms)
Units: Vp = mV, Vs = mV, In = mA, Mx = mV/V, Rho = ohm-m
   RDG    DIPOLE     Status     a        TxFile      Tx1East     Tx1North      Tx1Elev         Tx1x         Tx1y      Tx2East     Tx2North      Tx2Elev        Rx1File      Rx1East     Rx1North      Rx1Elev         Rx1x         Rx1y        Rx2File      Rx2East     Rx2North      Rx2Elev         Rx2x         Rx2y      Contact         Vp         Vp_err           In       In_err          Rho       Rho_QC             k         Coupling      Stack      TimeBase       Mx   Mx_err    Mx_QC         Vs01        Vs02        Vs03        Vs04        Vs05        Vs06        Vs07        Vs08        Vs09        Vs10        Vs11        Vs12        Vs13        Vs14        Vs15        Vs16        Vs17        Vs18        Vs19        Vs20
    84        7     Good      202  DL000687.raw   650505.375  5594251.942     1143.061         4250        10500   649495.000  5590111.000     1413.000   NK004582.DAT   648599.489  5594258.243     1332.810         4250         8600   MT002655.DAT   648397.950  5594247.329     1346.191         4250         8400        0.000      -21.180        0.000    -1550.355         0.00      1796.27       Accept     131485.318         94.092          87          2000      4.6     0.00   Accept       -0.305      -0.284      -0.277      -0.252      -0.216      -0.193      -0.181      -0.164      -0.122      -0.135      -0.097      -0.106      -0.084      -0.074      -0.062      -0.072      -0.058      -0.029      -0.050      -0.035
    84        8     Good      195  DL000687.raw   650505.375  5594251.942     1143.061         4250        10500   649495.000  5590111.000     1413.000   PZ004490.DAT   649198.452  5594249.360     1248.885         4250         9200   NN004169.DAT   649004.373  5594235.967     1258.615         4250         9000        0.000      -27.635        0.000    -1550.355         0.00      1140.88       Accept      64004.815         95.355          87          2000      4.4     0.00   Accept       -0.322      -0.316      -0.306      -0.279      -0.250      -0.229      -0.208      -0.185      -0.155      -0.151      -0.131      -0.135      -0.113      -0.100      -0.089      -0.092      -0.079      -0.062      -0.072      -0.058
    84        9     Good      200  DL000687.raw   650505.375  5594251.942     1143.061         4250        10500   649495.000  5590111.000     1413.000   OX004113.DAT   650799.873  5594249.677     1153.511         4250        10800   PK002499.DAT   650999.710  5594250.506     1166.985         4250        11000        0.000     -189.454        0.000    -1550.355         0.00       560.66       Accept       4588.004         87.798          87          2000      3.5     0.00   Accept       -2.228      -1.996      -1.721      -1.512      -1.354      -1.248      -1.110      -0.971      -0.900      -0.796      -0.735      -0.666      -0.627      -0.561      -0.498      -0.438      -0.394      -0.372      -0.324      -0.309
    84       10     Good      200  DL000687.raw   650505.375  5594251.942     1143.061         4250        10500   649495.000  5590111.000     1413.000   XL000592.DAT   650600.501  5594247.423     1137.749         4250        10600   OX004113.DAT   650799.873  5594249.677     1153.511         4250        10800        0.000     -863.158        0.000    -1550.355         0.00       493.54       Accept        886.467         58.367          87          2000      3.4     0.00   Accept       -9.881      -8.887      -7.832      -6.860      -6.175      -5.640      -5.024      -4.411      -3.958      -3.561      -3.255      -2.983      -2.779      -2.502      -2.203      -1.958      -1.766      -1.618      -1.467      -1.359
    84       11     Good      202  DL000687.raw   650505.375  5594251.942     1143.061         4250        10500   649495.000  5590111.000     1413.000   PK002499.DAT   650999.710  5594250.506     1166.985         4250        11000   QH003826.DAT   651200.019  5594249.798     1191.855         4250        11200        0.000     -114.363        0.000    -1550.355         0.00       797.80       Accept      10815.354         94.529          87          2000      4.4     0.00   Accept       -1.636      -1.479      -1.293      -1.132      -1.027      -0.949      -0.852      -0.744      -0.680      -0.600      -0.557      -0.505      -0.479      -0.438      -0.387      -0.340      -0.308      -0.295      -0.249      -0.240
    84       12     Good      201  DL000687.raw   650505.375  5594251.942     1143.061         4250        10500   649495.000  5590111.000     1413.000   PP003543.DAT   649599.681  5594243.496     1222.649         4250         9600   SU004565.DAT   649400.299  5594249.187     1244.592         4250         9400        0.000      -38.017        0.000    -1550.355         0.00       776.35       Accept      31659.799         97.997          87          2000      3.8     0.00   Accept       -0.478      -0.435      -0.384      -0.334      -0.288      -0.263      -0.225      -0.175      -0.168      -0.167      -0.138      -0.166      -0.160      -0.120      -0.106      -0.109      -0.097      -0.080      -0.090      -0.069
    84       13     Good      203  DL000687.raw   650505.375  5594251.942     1143.061         4250        10500   649495.000  5590111.000     1413.000   VJ000078.DAT   649801.394  5594253.342     1203.853         4250         9800   PP003543.DAT   649599.681  5594243.496     1222.649         4250         9600        0.000      -42.591        0.000    -1550.355         0.00       545.22       Accept      19846.630         98.480          87          2000      3.0     0.00   Accept       -0.370      -0.335      -0.321      -0.292      -0.258      -0.234      -0.211      -0.189      -0.159      -0.153      -0.143      -0.129      -0.117      -0.109      -0.097      -0.087      -0.079      -0.070      -0.069      -0.059
    84       14     Good      202  DL000687.raw   650505.375  5594251.942     1143.061         4250        10500   649495.000  5590111.000     1413.000   SU004565.DAT   649400.299  5594249.187     1244.592         4250         9400   PZ004490.DAT   649198.452  5594249.360     1248.885         4250         9200        0.000      -21.473        0.000    -1550.355         0.00       631.04       Accept      45561.482         98.600          87          2000      3.9     0.00   Accept       -0.248      -0.225      -0.216      -0.186      -0.199      -0.171      -0.159      -0.171      -0.131      -0.116      -0.103      -0.072      -0.048      -0.066      -0.060      -0.052      -0.045      -0.035      -0.033      -0.036
    85        1     Good      203  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   IE004343.DAT   648800.006  5594262.346     1300.947         4250         8800   NK004583.DAT   648599.489  5594258.243     1332.810         4250         8600        0.000      -26.398        0.000    -1254.313         0.00       660.14       Accept      31367.060         98.232          89          2000      4.8     0.00   Accept       -0.412      -0.363      -0.320      -0.276      -0.229      -0.241      -0.195      -0.178      -0.161      -0.129      -0.137      -0.124      -0.122      -0.104      -0.102      -0.096      -0.089      -0.076      -0.068      -0.065
    85        2     Good      210  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   NN004170.DAT   649004.373  5594235.967     1258.615         4250         9000   IE004343.DAT   648800.006  5594262.346     1300.947         4250         8800        0.000      -42.931        0.000    -1254.313         0.00       661.92       Accept      19339.338         99.164          89          2000      4.4     0.00   Accept       -0.578      -0.530      -0.467      -0.417      -0.354      -0.352      -0.303      -0.274      -0.246      -0.214      -0.212      -0.186      -0.171      -0.155      -0.151      -0.138      -0.130      -0.111      -0.102      -0.099
    85        3     Good      202  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   JD005526.DAT   650198.711  5594250.192     1169.603         4250        10200   IF004634.DAT   650400.235  5594249.162     1153.252         4250        10400        0.000      -39.862        0.000    -1254.313         0.00       348.02       Accept      10950.782         95.153          89          2000      5.0     0.00   Accept       -0.634      -0.565      -0.500      -0.436      -0.416      -0.359      -0.333      -0.284      -0.261      -0.245      -0.213      -0.207      -0.179      -0.173      -0.152      -0.136      -0.127      -0.118      -0.110      -0.102
    85        4     Good      201  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   IF004634.DAT   650400.235  5594249.162     1153.252         4250        10400   XL000593.DAT   650600.501  5594247.423     1137.749         4250        10600        0.000      -53.387        0.000    -1254.244         0.00       851.10       Accept      19995.245         96.490          87          2000    195.3     0.00   Accept       -1.494      -1.418      -1.045      -0.797      -0.596      -0.765      -0.421      -0.438      -0.381      -0.254      -0.347      -0.209      -0.069      -0.092      -0.107      -0.172      -0.168      -0.078     -36.095     -83.602
    85        5     Good      201  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   IM003983.DAT   649998.506  5594250.055     1186.273         4250        10000   JD005526.DAT   650198.711  5594250.192     1169.603         4250        10200        0.000      -72.724        0.000    -1254.313         0.00       271.51       Accept       4682.862         88.387          89          2000      3.9     0.00   Accept       -0.936      -0.833      -0.757      -0.661      -0.604      -0.541      -0.487      -0.422      -0.375      -0.341      -0.305      -0.290      -0.276      -0.246      -0.222      -0.185      -0.157      -0.168      -0.138      -0.131
    85        6     Good      198  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   VJ000079.DAT   649801.394  5594253.342     1203.853         4250         9800   IM003983.DAT   649998.506  5594250.055     1186.273         4250        10000        0.000     -312.281        0.000    -1254.313         0.00       239.77       Accept        963.067         60.092          89          2000      2.6     0.00   Accept       -2.814      -2.460      -2.194      -1.908      -1.738      -1.565      -1.398      -1.225      -1.091      -1.006      -0.898      -0.833      -0.779      -0.692      -0.609      -0.543      -0.493      -0.445      -0.404      -0.376
    85        7     Good      202  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   NK004583.DAT   648599.489  5594258.243     1332.810         4250         8600   MT002656.DAT   648397.950  5594247.329     1346.191         4250         8400        0.000      -33.072        0.000    -1254.313         0.00      1208.13       Accept      45820.584         97.760          89          2000      5.9     0.00   Accept       -0.589      -0.550      -0.484      -0.434      -0.342      -0.359      -0.295      -0.271      -0.249      -0.220      -0.219      -0.181      -0.160      -0.158      -0.163      -0.142      -0.149      -0.120      -0.105      -0.105
    85        8     Good      195  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   PZ004491.DAT   649198.452  5594249.360     1248.885         4250         9200   NN004170.DAT   649004.373  5594235.967     1258.615         4250         9000        0.000      -70.938        0.000    -1254.244         0.00       642.63       Accept      11362.306         92.174          87          2000      4.0     0.00   Accept       -0.989      -0.870      -0.766      -0.651      -0.558      -0.548      -0.458      -0.429      -0.368      -0.326      -0.324      -0.263      -0.276      -0.233      -0.218      -0.201      -0.183      -0.164      -0.149      -0.138
    85        9     Good      200  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   OX004114.DAT   650799.873  5594249.677     1153.511         4250        10800   PK002500.DAT   650999.710  5594250.506     1166.985         4250        11000        0.000      -24.883        0.000    -1254.313         0.00       918.21       Accept      46285.602         95.530          89          2000      3.8     0.00   Accept       -0.342      -0.289      -0.267      -0.223      -0.245      -0.174      -0.180      -0.143      -0.131      -0.141      -0.102      -0.110      -0.084      -0.084      -0.065      -0.058      -0.041      -0.042      -0.038      -0.038
    85       10     Good      200  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   XL000593.DAT   650600.501  5594247.423     1137.749         4250        10600   OX004114.DAT   650799.873  5594249.677     1153.511         4250        10800        0.000      -30.328        0.000    -1254.244         0.00       775.35       Accept      32065.545         95.376          87          2000   -333.8     0.00   Accept        0.431       0.465       0.193       0.050      -0.106       0.157      -0.140      -0.056      -0.050      -0.140       0.001      -0.108      -0.244      -0.173      -0.098      -0.006       0.027      -0.071      35.960      83.481
    85       11     Good      202  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   PK002500.DAT   650999.710  5594250.506     1166.985         4250        11000   QH003827.DAT   651200.019  5594249.798     1191.855         4250        11200        0.000      -23.574        0.000    -1254.313         0.00      1194.49       Accept      63555.698         94.910          89          2000      4.4     0.00   Accept       -0.347      -0.301      -0.275      -0.238      -0.246      -0.191      -0.192      -0.165      -0.148      -0.146      -0.117      -0.111      -0.110      -0.094      -0.065      -0.053      -0.039      -0.049      -0.051      -0.046
    85       12     Good      201  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   PP003544.DAT   649599.681  5594243.496     1222.649         4250         9600   SU004566.DAT   649400.299  5594249.187     1244.592         4250         9400        0.000     -340.032        0.000    -1254.313         0.00       260.45       Accept        960.741         60.542          89          2000      2.3     0.00   Accept       -2.731      -2.414      -2.125      -1.842      -1.630      -1.499      -1.338      -1.170      -1.037      -0.940      -0.850      -0.789      -0.729      -0.651      -0.580      -0.520      -0.477      -0.424      -0.385      -0.355
    85       13     Good      202  DJ000500.raw   649700.727  5594247.925     1214.087         4250         9700   649495.000  5590111.000     1413.000   SU004566.DAT   649400.299  5594249.187     1244.592         4250         9400   PZ004491.DAT   649198.452  5594249.360     1248.885         4250         9200        0.000      -95.527        0.000    -1254.244         0.00       361.22       Accept       4742.697         88.844          87          2000      2.8     0.00   Accept       -0.734      -0.744      -0.629      -0.593      -0.544      -0.482      -0.444      -0.373      -0.367      -0.319      -0.292      -0.290      -0.226      -0.232      -0.207      -0.179      -0.168      -0.145      -0.139      -0.127
    86        1     Good      203  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   IE004344.DAT   648800.006  5594262.346     1300.947         4250         8800   NK004584.DAT   648599.489  5594258.243     1332.810         4250         8600        0.000      -19.230        0.000    -2653.373         0.00       939.50       Accept     129632.617         94.684          85          2000    -38.9     0.00   Accept        1.986       1.255       0.858       0.515       0.298       0.091       0.119       0.056       0.021       0.015      -0.008       0.008      -0.101      -0.023      -0.049      -0.044      -0.015      -0.069      -0.018       8.105
    86        2     Good      210  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   NN004171.DAT   649004.373  5594235.967     1258.615         4250         9000   IE004344.DAT   648800.006  5594262.346     1300.947         4250         8800        0.000      -25.433        0.000    -2653.373         0.00       991.12       Accept     103401.238         96.273          85          2000     38.7     0.00   Accept       -2.547      -1.742      -1.388      -0.979      -0.735      -0.510      -0.468      -0.431      -0.299      -0.335      -0.256      -0.271      -0.110      -0.178      -0.138      -0.142      -0.153      -0.063      -0.131      -8.234
    86        3     Good      202  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   IF004635.DAT   650400.235  5594249.162     1153.252         4250        10400   JD005527.DAT   650198.711  5594250.192     1169.603         4250        10200        0.000     -262.427        0.000    -2653.373         0.00       464.17       Accept       4693.128         89.175          85          2000    -69.2     0.00   Accept        0.257      -0.477      -0.491      -0.774      -1.001      -1.144      -1.044      -0.890      -0.932      -0.814      -0.771      -0.702      -0.760      -0.721      -0.621      -0.562      -0.478      -0.499      -0.400     220.436
    86        4     Good      201  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   XL000594.DAT   650600.501  5594247.423     1137.749         4250        10600   IF004635.DAT   650400.235  5594249.162     1153.252         4250        10400        0.000    -4612.230        0.000    -2653.373         0.00      1638.32       Accept        942.513         60.143          85          2000      7.8     0.00   Accept      -59.702     -52.761     -46.328     -40.154     -35.632     -32.215     -28.518     -25.081     -22.247     -20.091     -18.240     -16.779     -15.354     -13.790     -12.148     -10.818      -9.785      -8.799      -8.127    -232.744
    86        5     Good      201  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   JD005527.DAT   650198.711  5594250.192     1169.603         4250        10200   IM003984.DAT   649998.506  5594250.055     1186.273         4250        10000        0.000     -108.689        0.000    -2653.373         0.00       452.06       Accept      11035.902         95.280          85          2000      0.4     0.00   Accept       -1.295      -1.155      -1.082      -0.951      -0.858      -0.806      -0.712      -0.640      -0.554      -0.516      -0.475      -0.416      -0.400      -0.336      -0.319      -0.313      -0.263      -0.242      -0.229       4.270
    86        6     Good      198  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   IM003984.DAT   649998.506  5594250.055     1186.273         4250        10000   VJ000080.DAT   649801.394  5594253.342     1203.853         4250         9800        0.000      -66.493        0.000    -2653.938         0.00       503.19       Accept      20083.685         96.209          87          2000      4.6     0.00   Accept       -0.782      -0.742      -0.730      -0.648      -0.602      -0.569      -0.493      -0.463      -0.394      -0.387      -0.347      -0.325      -0.299      -0.269      -0.238      -0.220      -0.197      -0.175      -0.167      -0.159
    86        7     Good      202  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   NK004584.DAT   648599.489  5594258.243     1332.810         4250         8600   MT002657.DAT   648397.950  5594247.329     1346.191         4250         8400        0.000      -28.133        0.000    -2653.938         0.00      1691.01       Accept     159522.443         92.406          87          2000      6.5     0.00   Accept       -0.473      -0.410      -0.435      -0.372      -0.370      -0.332      -0.260      -0.293      -0.207      -0.248      -0.193      -0.198      -0.160      -0.153      -0.147      -0.145      -0.134      -0.092      -0.110      -0.092
    86        8     Good      195  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   PZ004492.DAT   649198.452  5594249.360     1248.885         4250         9200   NN004171.DAT   649004.373  5594235.967     1258.615         4250         9000        0.000      -33.670        0.000    -2653.938         0.00      1054.48       Accept      83116.351         95.061          87          2000      5.0     0.00   Accept       -0.464      -0.405      -0.388      -0.357      -0.339      -0.300      -0.266      -0.257      -0.218      -0.224      -0.187      -0.184      -0.160      -0.146      -0.127      -0.123      -0.115      -0.093      -0.096      -0.087
    86        9     Good      200  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   OX004115.DAT   650799.873  5594249.677     1153.511         4250        10800   PK002501.DAT   650999.710  5594250.506     1166.985         4250        11000        0.000    -5069.027        0.000    -2653.938         0.00      1809.94       Accept        947.614         60.100          87          2000      3.8     0.00   Accept      -62.667     -56.440     -49.920     -43.931     -39.537     -36.175     -32.285     -28.426     -25.527     -23.063     -21.094     -19.428     -18.000     -16.239     -14.325     -12.811     -11.565     -10.552      -9.663      -8.907
    86       10     Good      200  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   XL000594.DAT   650600.501  5594247.423     1137.749         4250        10600   OX004115.DAT   650799.873  5594249.677     1153.511         4250        10800        0.000     1414.705        0.000    -2653.938         0.00    140047.23       Accept     262723.796          0.120          87          2000      5.6     0.00   Accept       22.695      20.804      18.851      16.912      15.528      14.353      12.995      11.665      10.547       9.690       8.904       8.284       7.699       7.018       6.256       5.644       5.136       4.702       4.340       4.012
    86       11     Good      202  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   PK002501.DAT   650999.710  5594250.506     1166.985         4250        11000   QH003828.DAT   651200.019  5594249.798     1191.855         4250        11200        0.000    -1042.465        0.000    -2653.938         0.00      1850.51       Accept       4711.077         88.660          87          2000      4.7     0.00   Accept      -15.655     -14.211     -12.559     -11.092     -10.008      -9.148      -8.203      -7.208      -6.520      -5.859      -5.392      -4.938      -4.623      -4.163      -3.680      -3.272      -2.957      -2.707      -2.473      -2.288
    86       12     Good      201  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   PP003545.DAT   649599.681  5594243.496     1222.649         4250         9600   SU004567.DAT   649400.299  5594249.187     1244.592         4250         9400        0.000      -40.882        0.000    -2653.938         0.00       696.72       Accept      45229.032         98.329          87          2000      4.3     0.00   Accept       -0.573      -0.505      -0.453      -0.393      -0.348      -0.319      -0.286      -0.268      -0.214      -0.223      -0.181      -0.174      -0.157      -0.148      -0.133      -0.120      -0.113      -0.098      -0.088      -0.079
    86       13     Good      203  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   VJ000080.DAT   649801.394  5594253.342     1203.853         4250         9800   PP003545.DAT   649599.681  5594243.496     1222.649         4250         9600        0.000      -42.691        0.000    -2653.938         0.00       493.82       Accept      30699.063         99.646          87          2000      3.5     0.00   Accept       -0.470      -0.414      -0.369      -0.336      -0.307      -0.274      -0.247      -0.226      -0.197      -0.190      -0.164      -0.157      -0.140      -0.127      -0.113      -0.106      -0.099      -0.084      -0.082      -0.074
    86       14     Good      202  DL000689.raw   650700.603  5594247.619     1138.775         4250        10700   649495.000  5590111.000     1413.000   SU004567.DAT   649400.299  5594249.187     1244.592         4250         9400   PZ004492.DAT   649198.452  5594249.360     1248.885         4250         9200        0.000      -24.031        0.000    -2653.938         0.00       557.60       Accept      61579.877         98.580          87          2000      4.5     0.00   Accept       -0.204      -0.208      -0.234      -0.209      -0.212      -0.208      -0.162      -0.163      -0.143      -0.136      -0.129      -0.126      -0.105      -0.092      -0.087      -0.082      -0.070      -0.059      -0.070      -0.068
